POS	Node	State	Prob
59	N1	1	0.9998
60	S1	1	1
60	S2	1	1
60	N2	1	1
60	S3	1	1
60	S4	1	1
60	N3	1	1
60	N1	1	0.9998
61	S1	1	1
61	S2	1	1
61	N2	1	1
61	S3	1	1
61	S4	1	1
61	N3	1	1
61	N1	1	0.9998
62	S1	1	1
62	S2	1	1
62	N2	1	1
62	S3	1	1
62	S4	1	1
62	N3	1	1
62	N1	1	0.9998
63	S1	1	1
63	S2	1	1
63	N2	1	1
63	S3	1	1
63	S4	1	1
63	N3	1	1
63	N1	1	0.9998
64	S1	1	1
64	S2	1	1
64	N2	1	1
64	S3	1	1
64	S4	1	1
64	N3	1	1
64	N1	1	0.9998
65	S1	1	1
65	S2	1	1
65	N2	1	1
65	S3	1	1
65	S4	1	1
65	N3	1	1
65	N1	1	0.9998
66	S1	1	1
66	S2	1	1
66	N2	1	1
66	S3	1	1
66	S4	1	1
66	N3	1	1
66	N1	1	0.9998
67	S1	1	1
67	S2	1	1
67	N2	1	1
67	S3	1	1
67	S4	1	1
67	N3	1	1
67	N1	1	0.9998
68	S1	1	1
68	S2	1	1
68	N2	1	1
68	S3	1	1
68	S4	1	1
68	N3	1	1
68	N1	1	0.9998
69	S1	1	1
69	S2	1	1
69	N2	1	1
69	S3	1	1
69	S4	1	1
69	N3	1	1
69	N1	1	0.9998
70	S1	1	1
70	S2	1	1
70	N2	1	1
70	S3	1	1
70	S4	1	1
70	N3	1	1
70	N1	1	0.9998
71	S1	1	1
71	S2	1	1
71	N2	1	1
71	S3	1	1
71	S4	1	1
71	N3	1	1
71	N1	1	0.9998
72	S1	1	1
72	S2	1	1
72	N2	1	1
72	S3	1	1
72	S4	1	1
72	N3	1	1
72	N1	1	0.9998
73	S1	1	1
73	S2	1	1
73	N2	1	1
73	S3	1	1
73	S4	1	1
73	N3	1	1
73	N1	1	0.9998
74	S1	1	1
74	S2	1	1
74	N2	1	1
74	S3	1	1
74	S4	1	1
74	N3	1	1
74	N1	1	0.9998
75	S1	1	1
75	S2	1	1
75	N2	1	1
75	S3	1	1
75	S4	1	1
75	N3	1	1
75	N1	1	0.9998
76	S1	1	1
76	S2	1	1
76	N2	1	1
76	S3	1	1
76	S4	1	1
76	N3	1	1
76	N1	1	0.9998
77	S1	1	1
77	S2	1	1
77	N2	1	1
77	S3	1	1
77	S4	1	1
77	N3	1	1
77	N1	1	0.9998
78	S1	1	1
78	S2	1	1
78	N2	1	1
78	S3	1	1
78	S4	1	1
78	N3	1	1
78	N1	1	0.9998
79	S1	1	1
79	S2	1	1
79	N2	1	1
79	S3	1	1
79	S4	1	1
79	N3	1	1
79	N1	1	0.9998
80	S1	1	1
80	S2	1	1
80	N2	1	1
80	S3	1	1
80	S4	1	1
80	N3	1	1
80	N1	1	0.9998
81	S1	1	1
81	S2	1	1
81	N2	1	1
81	S3	1	1
81	S4	1	1
81	N3	1	1
81	N1	1	0.9998
82	S1	1	1
82	S2	1	1
82	N2	1	1
82	S3	1	1
82	S4	1	1
82	N3	1	1
82	N1	1	0.9998
83	S1	1	1
83	S2	1	1
83	N2	1	1
83	S3	1	1
83	S4	1	1
83	N3	1	1
83	N1	1	0.9998
84	S1	1	1
84	S2	1	1
84	N2	1	1
84	S3	1	1
84	S4	1	1
84	N3	1	1
84	N1	1	0.9998
85	S1	1	1
85	S2	1	1
85	N2	1	1
85	S3	1	1
85	S4	1	1
85	N3	1	1
85	N1	1	0.9998
86	S1	1	1
86	S2	1	1
86	N2	1	1
86	S3	1	1
86	S4	1	1
86	N3	1	1
86	N1	1	0.9998
87	S1	1	1
87	S2	1	1
87	N2	1	1
87	S3	1	1
87	S4	1	1
87	N3	1	1
87	N1	1	0.9998
88	S1	1	1
88	S2	1	1
88	N2	1	1
88	S3	1	1
88	S4	1	1
88	N3	1	1
88	N1	1	0.9998
89	S1	1	1
89	S2	1	1
89	N2	1	1
89	S3	1	1
89	S4	1	1
89	N3	1	1
89	N1	1	0.9998
90	S1	1	1
90	S2	1	1
90	N2	1	1
90	S3	1	1
90	S4	1	1
90	N3	1	1
90	N1	1	0.9998
91	S1	1	1
91	S2	1	1
91	N2	1	1
91	S3	1	1
91	S4	1	1
91	N3	1	1
91	N1	1	0.9998
92	S1	1	1
92	S2	1	1
92	N2	1	1
92	S3	1	1
92	S4	1	1
92	N3	1	1
92	N1	1	0.9998
93	S1	1	1
93	S2	1	1
93	N2	1	1
93	S3	1	1
93	S4	1	1
93	N3	1	1
93	N1	1	0.9998
94	S1	1	1
94	S2	1	1
94	N2	1	1
94	S3	1	1
94	S4	1	1
94	N3	1	1
94	N1	1	0.9998
95	S1	1	1
95	S2	1	1
95	N2	1	1
95	S3	1	1
95	S4	1	1
95	N3	1	1
95	N1	1	0.9998
96	S1	1	1
96	S2	1	1
96	N2	1	1
96	S3	1	1
96	S4	1	1
96	N3	1	1
96	N1	1	0.9998
97	S1	1	1
97	S2	1	1
97	N2	1	1
97	S3	1	1
97	S4	1	1
97	N3	1	1
97	N1	1	0.9998
98	S1	1	1
98	S2	1	1
98	N2	1	1
98	S3	1	1
98	S4	1	1
98	N3	1	1
98	N1	1	0.9998
99	S1	1	1
99	S2	1	1
99	N2	1	1
99	S3	1	1
99	S4	1	1
99	N3	1	1
99	N1	1	0.9998
100	S1	1	1
100	S2	1	1
100	N2	1	1
100	S3	1	1
100	S4	1	1
100	N3	1	1
100	N1	1	0.9998
101	S1	1	1
101	S2	1	1
101	N2	1	1
101	S3	1	1
101	S4	1	1
101	N3	1	1
101	N1	1	0.9998
102	S1	1	1
102	S2	1	1
102	N2	1	1
102	S3	1	1
102	S4	1	1
102	N3	1	1
102	N1	1	0.9998
103	S1	1	1
103	S2	1	1
103	N2	1	1
103	S3	1	1
103	S4	1	1
103	N3	1	1
103	N1	1	0.9998
104	S1	1	1
104	S2	1	1
104	N2	1	1
104	S3	1	1
104	S4	1	1
104	N3	1	1
104	N1	1	0.9998
105	S1	1	1
105	S2	1	1
105	N2	1	1
105	S3	1	1
105	S4	1	1
105	N3	1	1
105	N1	1	0.9998
106	S1	1	1
106	S2	1	1
106	N2	1	1
106	S3	1	1
106	S4	1	1
106	N3	1	1
106	N1	1	0.9998
107	S1	1	1
107	S2	1	1
107	N2	1	1
107	S3	1	1
107	S4	1	1
107	N3	1	1
107	N1	1	0.9998
108	S1	1	1
108	S2	1	1
108	N2	1	1
108	S3	1	1
108	S4	1	1
108	N3	1	1
108	N1	1	0.9998
109	S1	1	1
109	S2	1	1
109	N2	1	1
109	S3	1	1
109	S4	1	1
109	N3	1	1
109	N1	1	0.9998
110	S1	1	1
110	S2	1	1
110	N2	1	1
110	S3	1	1
110	S4	1	1
110	N3	1	1
110	N1	1	0.9998
111	S1	1	1
111	S2	1	1
111	N2	1	1
111	S3	1	1
111	S4	1	1
111	N3	1	1
111	N1	1	0.9998
112	S1	1	1
112	S2	1	1
112	N2	1	1
112	S3	1	1
112	S4	1	1
112	N3	1	1
112	N1	1	0.9998
113	S1	1	1
113	S2	1	1
113	N2	1	1
113	S3	1	1
113	S4	1	1
113	N3	1	1
113	N1	1	0.9998
114	S1	1	1
114	S2	1	1
114	N2	1	1
114	S3	1	1
114	S4	1	1
114	N3	1	1
114	N1	1	0.9998
115	S1	1	1
115	S2	1	1
115	N2	1	1
115	S3	1	1
115	S4	1	1
115	N3	1	1
115	N1	1	0.9998
116	S1	1	1
116	S2	1	1
116	N2	1	1
116	S3	1	1
116	S4	1	1
116	N3	1	1
116	N1	1	0.9998
117	S1	1	0
117	S2	1	0
117	N2	1	6.965e-11
117	S3	1	1
117	S4	1	1
117	N3	1	0.9975
117	N1	1	0.6001
118	S1	1	1
118	S2	1	1
118	N2	1	1
118	S3	1	1
118	S4	1	1
118	N3	1	1
118	N1	1	0.9998
119	S1	1	1
119	S2	1	1
119	N2	1	1
119	S3	1	1
119	S4	1	1
119	N3	1	1
119	N1	1	0.9998
120	S1	1	1
120	S2	1	1
120	N2	1	1
120	S3	1	1
120	S4	1	1
120	N3	1	1
120	N1	1	0.9998
121	S1	1	1
121	S2	1	1
121	N2	1	1
121	S3	1	1
121	S4	1	1
121	N3	1	1
121	N1	1	0.9998
122	S1	1	1
122	S2	1	1
122	N2	1	1
122	S3	1	1
122	S4	1	1
122	N3	1	1
122	N1	1	0.9998
123	S1	1	1
123	S2	1	1
123	N2	1	1
123	S3	1	1
123	S4	1	1
123	N3	1	1
123	N1	1	0.9998
124	S1	1	1
124	S2	1	1
124	N2	1	1
124	S3	1	0.9802
124	S4	1	0.9835
124	N3	1	0.9853
124	N1	1	0.9911
125	S1	1	0
125	S2	1	0
125	N2	1	6.965e-11
125	S3	1	1
125	S4	1	1
125	N3	1	0.9975
125	N1	1	0.6001
126	S1	1	1
126	S2	1	1
126	N2	1	1
126	S3	1	0.9802
126	S4	1	0.9835
126	N3	1	0.9853
126	N1	1	0.9911
127	S1	1	1
127	S2	1	1
127	N2	1	1
127	S3	1	1
127	S4	1	1
127	N3	1	1
127	N1	1	0.9998
128	S1	1	1
128	S2	1	1
128	N2	1	1
128	S3	1	1
128	S4	1	1
128	N3	1	1
128	N1	1	0.9998
129	S1	1	1
129	S2	1	1
129	N2	1	1
129	S3	1	1
129	S4	1	1
129	N3	1	1
129	N1	1	0.9998
130	S1	1	1
130	S2	1	1
130	N2	1	1
130	S3	1	1
130	S4	1	1
130	N3	1	1
130	N1	1	0.9998
131	S1	1	1
131	S2	1	1
131	N2	1	1
131	S3	1	1
131	S4	1	1
131	N3	1	1
131	N1	1	0.9998
132	S1	1	1
132	S2	1	1
132	N2	1	1
132	S3	1	1
132	S4	1	1
132	N3	1	1
132	N1	1	0.9998
133	S1	1	1
133	S2	1	1
133	N2	1	1
133	S3	1	1
133	S4	1	1
133	N3	1	1
133	N1	1	0.9998
134	S1	1	1
134	S2	1	1
134	N2	1	1
134	S3	1	1
134	S4	1	1
134	N3	1	1
134	N1	1	0.9998
135	S1	1	1
135	S2	1	1
135	N2	1	1
135	S3	1	1
135	S4	1	1
135	N3	1	1
135	N1	1	0.9998
136	S1	1	1
136	S2	1	1
136	N2	1	1
136	S3	1	0
136	S4	1	0
136	N3	1	0.0007576
136	N1	1	0.4082
137	S1	1	0.9853
137	S2	1	0.9853
137	N2	1	0.9853
137	S3	1	1
137	S4	1	1
137	N3	1	1
137	N1	1	0.9939
138	S1	1	0.9853
138	S2	1	0.9853
138	N2	1	0.9853
138	S3	1	1
138	S4	1	1
138	N3	1	1
138	N1	1	0.9939
139	S1	1	1
139	S2	1	1
139	N2	1	1
139	S3	1	1
139	S4	1	1
139	N3	1	1
139	N1	1	0.9998
140	S1	1	1
140	S2	1	1
140	N2	1	1
140	S3	1	1
140	S4	1	1
140	N3	1	1
140	N1	1	0.9998
141	S1	1	0
141	S2	1	0
141	N2	1	3.052e-12
141	S3	1	0
141	S4	1	1
141	N3	1	0.0425
141	N1	1	0.02577
142	S1	1	1
142	S2	1	1
142	N2	1	1
142	S3	1	1
142	S4	1	0.9977
142	N3	1	0.9997
142	N1	1	0.9996
