# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =2
#  1->0 =1
#  1->1 =0
POS	Node	State
13	S11	1
13	N3	1
13	N4	1
13	N5	1
13	S7	1
13	S8	1
13	S9	1
13	N6	1
13	S6	1
13	N7	1
13	S5	1
13	N8	1
13	N9	1
13	S1	1
13	S2	1
13	N10	1
13	S3	1
13	S4	1
14	N1	1
14	N2	1
14	S10	1
14	S11	1
14	N3	1
14	N4	1
14	N5	1
14	S7	1
14	S8	1
14	S9	1
14	N6	1
14	S6	1
14	N7	1
14	S5	1
14	N8	1
14	N9	1
14	S1	1
14	S2	1
14	N10	1
14	S3	1
14	S4	1
15	N1	1
15	N2	1
15	S10	1
15	S11	1
15	N3	1
15	N4	1
15	N5	1
15	S7	1
15	S8	1
15	S9	1
15	N6	1
15	S6	1
15	N7	1
15	S5	1
15	N8	1
15	N9	1
15	S1	1
15	S2	1
15	N10	1
15	S3	1
15	S4	1
16	N1	1
16	N2	1
16	S10	1
16	S11	1
16	N3	1
16	N4	1
16	N5	1
16	S7	1
16	S8	1
16	S9	1
16	N6	1
16	S6	1
16	N7	1
16	S5	1
16	N8	1
16	N9	1
16	S1	1
16	S2	1
16	N10	1
16	S3	1
16	S4	1
17	N1	1
17	N2	1
17	S10	1
17	S11	1
17	N3	1
17	N4	1
17	N5	1
17	S7	1
17	S8	1
17	S9	1
17	N6	1
17	S6	1
17	N7	1
17	S5	1
17	N8	1
17	N9	1
17	S1	1
17	S2	1
17	N10	1
17	S3	1
17	S4	1
18	N1	1
18	N2	1
18	S10	1
18	S11	1
18	N3	1
18	N4	1
18	N5	1
18	S7	1
18	S8	1
18	S9	1
18	N6	1
18	S6	1
18	N7	1
18	S5	1
18	N8	1
18	N9	1
18	S1	1
18	S2	1
18	N10	1
18	S3	1
18	S4	1
19	N1	1
19	N2	1
19	S10	1
19	S11	1
19	N3	1
19	N4	1
19	N5	1
19	S7	1
19	S8	1
19	S9	1
19	N6	1
19	S6	1
19	N7	1
19	S5	1
19	N8	1
19	N9	1
19	S1	1
19	S2	1
19	N10	1
19	S3	1
19	S4	1
20	N1	1
20	N2	1
20	S10	1
20	S11	1
20	N3	1
20	N4	1
20	N5	1
20	S7	1
20	S8	1
20	S9	1
20	N6	1
20	S6	1
20	N7	1
20	S5	1
20	N8	1
20	N9	1
20	S1	1
20	S2	1
20	N10	1
20	S3	1
20	S4	1
21	N1	1
21	N2	1
21	S10	1
21	S11	1
21	N3	1
21	N4	1
21	N5	1
21	S7	1
21	S8	1
21	S9	1
21	N6	1
21	S6	1
21	N7	1
21	S5	1
21	N8	1
21	N9	1
21	S1	1
21	S2	1
21	N10	1
21	S3	1
21	S4	1
22	N1	1
22	N2	1
22	S10	1
22	S11	1
22	N3	1
22	N4	1
22	N5	1
22	S7	1
22	S8	1
22	S9	1
22	N6	1
22	S6	1
22	N7	1
22	S5	1
22	N8	1
22	N9	1
22	S1	1
22	S2	1
22	N10	1
22	S3	1
22	S4	1
23	N1	1
23	N2	1
23	S10	1
23	S11	1
23	N3	1
23	N4	1
23	N5	1
23	S7	1
23	S8	1
23	S9	1
23	N6	1
23	S6	1
23	N7	1
23	S5	1
23	N8	1
23	N9	1
23	S1	1
23	S2	1
23	N10	1
23	S3	1
23	S4	1
24	N1	1
24	N2	1
24	S10	1
24	S11	1
24	N3	1
24	N4	1
24	N5	1
24	S7	1
24	S8	1
24	S9	1
24	N6	1
24	S6	1
24	N7	1
24	S5	1
24	N8	1
24	N9	1
24	S1	1
24	S2	1
24	N10	1
24	S3	1
24	S4	1
25	N1	1
25	N2	1
25	S10	1
25	S11	1
25	N3	1
25	N4	1
25	N5	1
25	S7	1
25	S8	1
25	S9	1
25	N6	1
25	S6	1
25	N7	1
25	S5	1
25	N8	1
25	N9	1
25	S1	1
25	S2	1
25	N10	1
25	S3	1
25	S4	1
26	N1	1
26	N2	1
26	S10	1
26	S11	1
26	N3	1
26	N4	1
26	N5	1
26	S7	1
26	S8	1
26	S9	1
26	N6	1
26	S6	1
26	N7	1
26	S5	1
26	N8	1
26	N9	1
26	S1	1
26	S2	1
26	N10	1
26	S3	1
26	S4	1
27	N1	1
27	N2	1
27	S10	1
27	S11	1
27	N3	1
27	N4	1
27	N5	1
27	S7	1
27	S8	1
27	S9	1
27	N6	1
27	S6	1
27	N7	1
27	S5	1
27	N8	1
27	N9	1
27	S1	1
27	S2	1
27	N10	1
27	S3	1
27	S4	1
28	N1	1
28	N2	1
28	S10	1
28	S11	1
28	N3	1
28	N4	1
28	N5	1
28	S7	1
28	S8	1
28	S9	1
28	N6	1
28	S6	1
28	N7	1
28	S5	1
28	N8	1
28	N9	1
28	S1	1
28	S2	1
28	N10	1
28	S3	1
28	S4	1
29	N1	1
29	N2	1
29	S10	1
29	S11	1
29	N3	1
29	N4	1
29	N5	1
29	S7	1
29	S8	1
29	S9	1
29	N6	1
29	S6	1
29	N7	1
29	S5	1
29	N8	1
29	N9	1
29	S1	1
29	S2	1
29	N10	1
29	S3	1
29	S4	1
30	N1	1
30	N2	1
30	S10	1
30	S11	1
30	N3	1
30	N4	1
30	N5	1
30	S7	1
30	S8	1
30	S9	1
30	N6	1
30	S6	1
30	N7	1
30	S5	1
30	N8	1
30	N9	1
30	S1	1
30	S2	1
30	N10	1
30	S3	1
30	S4	1
31	N1	1
31	N2	1
31	S10	1
31	S11	1
31	N3	1
31	N4	1
31	N5	1
31	S7	1
31	S8	1
31	S9	1
31	N6	1
31	S6	1
31	N7	1
31	S5	1
31	N8	1
31	N9	1
31	S1	1
31	S2	1
31	N10	1
31	S3	1
31	S4	1
32	N1	1
32	N2	1
32	S10	1
32	S11	1
32	N3	1
32	N4	1
32	N5	1
32	S7	1
32	S8	1
32	S9	1
32	N6	1
32	S6	1
32	N7	1
32	S5	1
32	N8	1
32	N9	1
32	S1	1
32	S2	1
32	N10	1
32	S3	1
32	S4	1
33	N1	1
33	N2	1
33	S10	1
33	S11	1
33	N3	1
33	N4	1
33	N5	1
33	S7	1
33	S8	1
33	S9	1
33	N6	1
33	S6	1
33	N7	1
33	S5	1
33	N8	1
33	N9	1
33	S1	1
33	S2	1
33	N10	1
33	S3	1
33	S4	1
34	N1	1
34	N2	1
34	S10	1
34	S11	1
34	N3	1
34	N4	1
34	N5	1
34	S7	1
34	S8	1
34	S9	1
34	N6	1
34	S6	1
34	N7	1
34	S5	1
34	N8	1
34	N9	1
34	S1	1
34	S2	1
34	N10	1
34	S3	1
34	S4	1
35	N1	1
35	N2	1
35	S10	1
35	S11	1
35	N3	1
35	N4	1
35	N5	1
35	S7	1
35	S8	1
35	S9	1
35	N6	1
35	S6	1
35	N7	1
35	S5	1
35	N8	1
35	N9	1
35	S1	1
35	S2	1
35	N10	1
35	S3	1
35	S4	1
36	N1	1
36	N2	1
36	S10	1
36	S11	1
36	N3	1
36	N4	1
36	N5	1
36	S7	1
36	S8	1
36	S9	1
36	N6	1
36	S6	1
36	N7	1
36	S5	1
36	N8	1
36	N9	1
36	S1	1
36	S2	1
36	N10	1
36	S3	1
36	S4	1
37	N1	1
37	N2	1
37	S10	1
37	S11	1
37	N3	1
37	N4	1
37	N5	1
37	S7	1
37	S8	1
37	S9	1
37	N6	1
37	S6	1
37	N7	1
37	S5	1
37	N8	1
37	N9	1
37	S1	1
37	S2	1
37	N10	1
37	S3	1
37	S4	1
38	N1	1
38	N2	1
38	S10	1
38	S11	1
38	N3	1
38	N4	1
38	N5	1
38	S7	1
38	S8	1
38	S9	1
38	N6	1
38	S6	1
38	N7	1
38	S5	1
38	N8	1
38	N9	1
38	S1	1
38	S2	1
38	N10	1
38	S3	1
38	S4	1
39	N1	1
39	N2	1
39	S10	1
39	S11	1
39	N3	1
39	N4	1
39	N5	1
39	S7	1
39	S8	1
39	S9	1
39	N6	1
39	S6	1
39	N7	1
39	S5	1
39	N8	1
39	N9	1
39	S1	1
39	S2	1
39	N10	1
39	S3	1
39	S4	1
40	N1	1
40	N2	1
40	S10	1
40	S11	1
40	N3	1
40	N4	1
40	N5	1
40	S7	1
40	S8	1
40	S9	1
40	N6	1
40	S6	1
40	N7	1
40	S5	1
40	N8	1
40	N9	1
40	S1	1
40	S2	1
40	N10	1
40	S3	1
40	S4	1
41	N1	1
41	N2	1
41	S10	1
41	S11	1
41	N3	1
41	N4	1
41	N5	1
41	S7	1
41	S8	1
41	S9	1
41	N6	1
41	S6	1
41	N7	1
41	S5	1
41	N8	1
41	N9	1
41	S1	1
41	S2	1
41	N10	1
41	S3	1
41	S4	1
42	N1	1
42	N2	1
42	S10	1
42	S11	1
42	N3	1
42	N4	1
42	N5	1
42	S7	1
42	S8	1
42	S9	1
42	N6	1
42	S6	1
42	N7	1
42	S5	1
42	N8	1
42	N9	1
42	S1	1
42	S2	1
42	N10	1
42	S3	1
42	S4	1
43	N1	1
43	N2	1
43	S10	1
43	S11	1
43	N3	1
43	N4	1
43	N5	1
43	S7	1
43	S8	1
43	S9	1
43	N6	1
43	S6	1
43	N7	1
43	S5	1
43	N8	1
43	N9	1
43	S1	1
43	S2	1
43	N10	1
43	S3	1
43	S4	1
44	N1	1
44	N2	1
44	S10	1
44	S11	1
44	N3	1
44	N4	1
44	N5	1
44	S7	1
44	S8	1
44	S9	1
44	N6	1
44	S6	1
44	N7	1
44	S5	1
44	N8	1
44	N9	1
44	S1	1
44	S2	1
44	N10	1
44	S3	1
44	S4	1
45	N1	1
45	N2	1
45	S10	1
45	S11	1
45	N3	1
45	N4	1
45	N5	1
45	S7	1
45	S8	1
45	S9	1
45	N6	1
45	S6	1
45	N7	1
45	S5	1
45	N8	1
45	N9	1
45	S1	1
45	S2	1
45	N10	1
45	S3	1
45	S4	1
46	N1	1
46	N2	1
46	S10	1
46	S11	1
46	N3	1
46	N4	1
46	N5	1
46	S7	1
46	S8	1
46	S9	1
46	N6	1
46	S6	1
46	N7	1
46	S5	1
46	N8	1
46	N9	1
46	S1	1
46	S2	1
46	N10	1
46	S3	1
46	S4	1
47	N1	1
47	N2	1
47	S10	1
47	S11	1
47	N3	1
47	N4	1
47	N5	1
47	S7	1
47	S8	1
47	S9	1
47	N6	1
47	S6	1
47	N7	1
47	S5	1
47	N8	1
47	N9	1
47	S1	1
47	S2	1
47	N10	1
47	S3	1
47	S4	1
48	N1	1
48	N2	1
48	S10	1
48	S11	1
48	N3	1
48	N4	1
48	N5	1
48	S7	1
48	S8	1
48	S9	1
48	N6	1
48	S6	1
48	N7	1
48	S5	1
48	N8	1
48	N9	1
48	S1	1
48	S2	1
48	N10	1
48	S3	1
48	S4	1
49	N1	1
49	N2	1
49	S10	1
49	S11	1
49	N3	1
49	N4	1
49	N5	1
49	S7	1
49	S8	1
49	S9	1
49	N6	1
49	S6	1
49	N7	1
49	S5	1
49	N8	1
49	N9	1
49	S1	1
49	S2	1
49	N10	1
49	S3	1
49	S4	1
50	N1	1
50	N2	1
50	S10	1
50	S11	1
50	N3	1
50	N4	1
50	N5	1
50	S7	1
50	S8	1
50	S9	1
50	N6	1
50	S6	1
50	N7	1
50	S5	1
50	N8	1
50	N9	1
50	S1	1
50	S2	1
50	N10	1
50	S3	1
50	S4	1
51	N1	1
51	N2	1
51	S10	1
51	S11	1
51	N3	1
51	N4	1
51	N5	1
51	S7	1
51	S8	1
51	S9	1
51	N6	1
51	S6	1
51	N7	1
51	S5	1
51	N8	1
51	N9	1
51	S1	1
51	S2	1
51	N10	1
51	S3	1
51	S4	1
52	N1	1
52	N2	1
52	S10	1
52	S11	1
52	N3	1
52	N4	1
52	N5	1
52	S7	1
52	S8	1
52	S9	1
52	N6	1
52	S6	1
52	N7	1
52	S5	1
52	N8	1
52	N9	1
52	S1	1
52	S2	1
52	N10	1
52	S3	1
52	S4	1
53	N1	1
53	N2	1
53	S10	1
53	S11	1
53	N3	1
53	N4	1
53	N5	1
53	S7	1
53	S8	1
53	S9	1
53	N6	1
53	S6	1
53	N7	1
53	S5	1
53	N8	1
53	N9	1
53	S1	1
53	S2	1
53	N10	1
53	S3	1
53	S4	1
54	N1	1
54	N2	1
54	S10	1
54	S11	1
54	N3	1
54	N4	1
54	N5	1
54	S7	1
54	S8	1
54	S9	1
54	N6	1
54	S6	1
54	N7	1
54	S5	1
54	N8	1
54	N9	1
54	S1	1
54	S2	1
54	N10	1
54	S3	1
54	S4	1
55	N1	1
55	N2	1
55	S10	1
55	S11	1
55	N3	1
55	N4	1
55	N5	1
55	S7	1
55	S8	1
55	S9	1
55	N6	1
55	S6	1
55	N7	1
55	S5	1
55	N8	1
55	N9	1
55	S1	1
55	S2	1
55	N10	1
55	S3	1
55	S4	1
56	N1	1
56	N2	1
56	S10	1
56	S11	1
56	N3	1
56	N4	1
56	N5	1
56	S7	1
56	S8	1
56	S9	1
56	N6	1
56	S6	1
56	N7	1
56	S5	1
56	N8	1
56	N9	1
56	S1	1
56	S2	1
56	N10	1
56	S3	1
56	S4	1
57	N1	1
57	N2	1
57	S10	1
57	S11	1
57	N3	1
57	N4	1
57	N5	1
57	S7	1
57	S8	1
57	S9	1
57	N6	1
57	S6	1
57	N7	1
57	S5	1
57	N8	1
57	N9	1
57	S1	1
57	S2	1
57	N10	1
57	S3	1
57	S4	1
58	N1	1
58	N2	1
58	S10	1
58	S11	1
58	N3	1
58	N4	1
58	N5	1
58	S7	1
58	S8	1
58	S9	1
58	N6	1
58	S6	1
58	N7	1
58	S5	1
58	N8	1
58	N9	1
58	S1	1
58	S2	1
58	N10	1
58	S3	1
58	S4	1
59	N1	1
59	N2	1
59	S10	1
59	S11	1
59	N3	1
59	N4	1
59	N5	1
59	S7	1
59	S8	1
59	S9	1
59	N6	1
59	S6	1
59	N7	1
59	S5	1
59	N8	1
59	N9	1
59	S1	1
59	S2	1
59	N10	1
59	S3	1
59	S4	1
60	N1	1
60	N2	1
60	S10	1
60	S11	1
60	N3	1
60	N4	1
60	N5	1
60	S7	1
60	S8	1
60	S9	1
60	N6	1
60	S6	1
60	N7	1
60	S5	1
60	N8	1
60	N9	1
60	S1	1
60	S2	1
60	N10	1
60	S3	1
60	S4	1
61	N1	1
61	N2	1
61	S10	1
61	S11	1
61	N3	1
61	N4	1
61	N5	1
61	S7	1
61	S8	1
61	S9	1
61	N6	1
61	S6	1
61	N7	1
61	S5	1
61	N8	1
61	N9	1
61	S1	1
61	S2	1
61	N10	1
61	S3	1
61	S4	1
62	N1	1
62	N2	1
62	S10	1
62	S11	1
62	N3	1
62	N4	1
62	N5	1
62	S7	1
62	S8	1
62	S9	1
62	N6	1
62	S6	1
62	N7	1
62	S5	1
62	N8	1
62	N9	1
62	S1	1
62	S2	1
62	N10	1
62	S3	1
62	S4	1
63	N1	1
63	N2	1
63	S10	1
63	S11	1
63	N3	1
63	N4	1
63	N5	1
63	S7	1
63	S8	1
63	S9	1
63	N6	1
63	S6	1
63	N7	1
63	S5	1
63	N8	1
63	N9	1
63	S1	1
63	S2	1
63	N10	1
63	S3	1
63	S4	1
64	N1	1
64	N2	1
64	S10	1
64	S11	1
64	N3	1
64	N4	1
64	N5	1
64	S7	1
64	S8	1
64	S9	1
64	N6	1
64	S6	1
64	N7	1
64	S5	1
64	N8	1
64	N9	1
64	S1	1
64	S2	1
64	N10	1
64	S3	1
64	S4	1
65	N1	1
65	N2	1
65	S10	1
65	S11	1
65	N3	1
65	N4	1
65	N5	1
65	S7	1
65	S8	1
65	S9	1
65	N6	1
65	S6	1
65	N7	1
65	S5	1
65	N8	1
65	N9	1
65	S1	1
65	S2	1
65	N10	1
65	S3	1
65	S4	1
66	N1	1
66	N2	1
66	S10	1
66	S11	1
66	N3	0
66	N4	0
66	N5	0
66	S7	0
66	S8	0
66	S9	0
66	N6	0
66	S6	0
66	N7	0
66	S5	0
66	N8	0
66	N9	0
66	S1	0
66	S2	0
66	N10	0
66	S3	0
66	S4	0
67	N1	1
67	N2	1
67	S10	1
67	S11	1
67	N3	1
67	N4	1
67	N5	1
67	S7	1
67	S8	1
67	S9	1
67	N6	1
67	S6	1
67	N7	1
67	S5	1
67	N8	1
67	N9	1
67	S1	1
67	S2	1
67	N10	1
67	S3	1
67	S4	1
68	N1	1
68	N2	1
68	S10	1
68	S11	1
68	N3	1
68	N4	1
68	N5	1
68	S7	1
68	S8	1
68	S9	1
68	N6	1
68	S6	1
68	N7	1
68	S5	1
68	N8	1
68	N9	1
68	S1	1
68	S2	1
68	N10	1
68	S3	1
68	S4	1
69	N1	1
69	N2	1
69	S10	1
69	S11	1
69	N3	1
69	N4	1
69	N5	1
69	S7	1
69	S8	1
69	S9	1
69	N6	1
69	S6	1
69	N7	1
69	S5	1
69	N8	1
69	N9	1
69	S1	1
69	S2	1
69	N10	1
69	S3	1
69	S4	1
70	N1	1
70	N2	1
70	S10	1
70	S11	1
70	N3	1
70	N4	1
70	N5	1
70	S7	1
70	S8	1
70	S9	1
70	N6	1
70	S6	1
70	N7	1
70	S5	1
70	N8	1
70	N9	1
70	S1	1
70	S2	1
70	N10	1
70	S3	1
70	S4	1
71	N1	1
71	N2	1
71	S10	1
71	S11	1
71	N3	1
71	N4	1
71	N5	1
71	S7	1
71	S8	1
71	S9	1
71	N6	1
71	S6	1
71	N7	1
71	S5	1
71	N8	1
71	N9	1
71	S1	1
71	S2	1
71	N10	1
71	S3	1
71	S4	1
72	N1	1
72	N2	1
72	S10	1
72	S11	1
72	N3	1
72	N4	1
72	N5	1
72	S7	1
72	S8	1
72	S9	1
72	N6	1
72	S6	1
72	N7	1
72	S5	1
72	N8	1
72	N9	1
72	S1	1
72	S2	1
72	N10	1
72	S3	1
72	S4	1
73	N1	1
73	N2	1
73	S10	1
73	S11	1
73	N3	1
73	N4	1
73	N5	1
73	S7	1
73	S8	1
73	S9	1
73	N6	1
73	S6	1
73	N7	1
73	S5	1
73	N8	1
73	N9	1
73	S1	1
73	S2	1
73	N10	1
73	S3	1
73	S4	1
74	N1	1
74	N2	1
74	S10	1
74	S11	1
74	N3	1
74	N4	1
74	N5	1
74	S7	1
74	S8	1
74	S9	1
74	N6	1
74	S6	1
74	N7	1
74	S5	1
74	N8	1
74	N9	1
74	S1	1
74	S2	1
74	N10	1
74	S3	1
74	S4	1
75	N1	1
75	N2	1
75	S10	1
75	S11	1
75	N3	1
75	N4	1
75	N5	1
75	S7	1
75	S8	1
75	S9	1
75	N6	1
75	S6	1
75	N7	1
75	S5	1
75	N8	1
75	N9	1
75	S1	1
75	S2	1
75	N10	1
75	S3	1
75	S4	1
76	N1	1
76	N2	1
76	S10	1
76	S11	1
76	N3	1
76	N4	1
76	N5	1
76	S7	1
76	S8	1
76	S9	1
76	N6	1
76	S6	1
76	N7	1
76	S5	1
76	N8	1
76	N9	1
76	S1	1
76	S2	1
76	N10	1
76	S3	1
76	S4	1
77	N1	1
77	N2	1
77	S10	1
77	S11	1
77	N3	1
77	N4	1
77	N5	1
77	S7	1
77	S8	1
77	S9	1
77	N6	1
77	S6	1
77	N7	1
77	S5	1
77	N8	1
77	N9	1
77	S1	1
77	S2	1
77	N10	1
77	S3	1
77	S4	1
78	N1	1
78	N2	1
78	S10	1
78	S11	1
78	N3	1
78	N4	1
78	N5	1
78	S7	1
78	S8	1
78	S9	1
78	N6	1
78	S6	1
78	N7	1
78	S5	1
78	N8	1
78	N9	1
78	S1	1
78	S2	1
78	N10	1
78	S3	1
78	S4	1
79	N1	1
79	N2	1
79	S10	1
79	S11	1
79	N3	1
79	N4	1
79	N5	1
79	S7	1
79	S8	1
79	S9	1
79	N6	1
79	S6	1
79	N7	1
79	S5	1
79	N8	1
79	N9	1
79	S1	1
79	S2	1
79	N10	1
79	S3	1
79	S4	1
80	N1	1
80	N2	1
80	S10	1
80	S11	1
80	N3	1
80	N4	1
80	N5	1
80	S7	1
80	S8	1
80	S9	1
80	N6	1
80	S6	1
80	N7	1
80	S5	1
80	N8	1
80	N9	1
80	S1	1
80	S2	1
80	N10	1
80	S3	1
80	S4	1
81	N1	1
81	N2	1
81	S10	1
81	S11	1
81	N3	1
81	N4	1
81	N5	1
81	S7	1
81	S8	1
81	S9	1
81	N6	1
81	S6	1
81	N7	1
81	S5	1
81	N8	1
81	N9	1
81	S1	1
81	S2	1
81	N10	1
81	S3	1
81	S4	1
82	N1	1
82	N2	1
82	S10	1
82	S11	1
82	N3	1
82	N4	1
82	N5	1
82	S7	1
82	S8	1
82	S9	1
82	N6	1
82	S6	1
82	N7	1
82	S5	1
82	N8	1
82	N9	1
82	S1	1
82	S2	1
82	N10	1
82	S3	1
82	S4	1
83	N1	1
83	N2	1
83	S10	1
83	S11	1
83	N3	1
83	N4	1
83	N5	1
83	S7	1
83	S8	1
83	S9	1
83	N6	1
83	S6	1
83	N7	1
83	S5	1
83	N8	1
83	N9	1
83	S1	1
83	S2	1
83	N10	1
83	S3	1
83	S4	1
84	N1	1
84	N2	1
84	S10	1
84	S11	1
84	N3	1
84	N4	1
84	N5	1
84	S7	1
84	S8	1
84	S9	1
84	N6	1
84	S6	1
84	N7	1
84	S5	1
84	N8	1
84	N9	1
84	S1	1
84	S2	1
84	N10	1
84	S3	1
84	S4	1
85	N1	1
85	N2	1
85	S10	1
85	S11	1
85	N3	1
85	N4	1
85	N5	1
85	S7	1
85	S8	1
85	S9	1
85	N6	1
85	S6	1
85	N7	1
85	S5	1
85	N8	1
85	N9	1
85	S1	1
85	S2	1
85	N10	1
85	S3	1
85	S4	1
86	N1	1
86	N2	1
86	S10	1
86	S11	1
86	N3	1
86	N4	1
86	N5	1
86	S7	1
86	S8	1
86	S9	1
86	N6	1
86	S6	1
86	N7	1
86	S5	1
86	N8	1
86	N9	1
86	S1	1
86	S2	1
86	N10	1
86	S3	1
86	S4	1
87	N1	1
87	N2	1
87	S10	1
87	S11	1
87	N3	1
87	N4	1
87	N5	1
87	S7	1
87	S8	1
87	S9	1
87	N6	1
87	S6	1
87	N7	1
87	S5	1
87	N8	1
87	N9	1
87	S1	1
87	S2	1
87	N10	1
87	S3	1
87	S4	1
88	N1	1
88	N2	1
88	S10	1
88	S11	1
88	N3	1
88	N4	1
88	N5	1
88	S7	1
88	S8	1
88	S9	1
88	N6	1
88	S6	1
88	N7	1
88	S5	1
88	N8	1
88	N9	1
88	S1	1
88	S2	1
88	N10	1
88	S3	1
88	S4	1
89	N1	1
89	N2	1
89	S10	1
89	S11	1
89	N3	1
89	N4	1
89	N5	1
89	S7	1
89	S8	1
89	S9	1
89	N6	1
89	S6	1
89	N7	1
89	S5	1
89	N8	1
89	N9	1
89	S1	1
89	S2	1
89	N10	1
89	S3	1
89	S4	1
90	N1	1
90	N2	1
90	S10	1
90	S11	1
90	N3	1
90	N4	1
90	N5	1
90	S7	1
90	S8	1
90	S9	1
90	N6	1
90	S6	1
90	N7	1
90	S5	1
90	N8	1
90	N9	1
90	S1	1
90	S2	1
90	N10	1
90	S3	1
90	S4	1
91	N1	1
91	N2	1
91	S10	1
91	S11	1
91	N3	1
91	N4	1
91	N5	1
91	S7	1
91	S8	1
91	S9	1
91	N6	1
91	S6	1
91	N7	1
91	S5	1
91	N8	1
91	N9	1
91	S1	1
91	S2	1
91	N10	1
91	S3	1
91	S4	1
92	N1	1
92	N2	1
92	S10	1
92	S11	1
92	N3	1
92	N4	1
92	N5	1
92	S7	1
92	S8	1
92	S9	1
92	N6	1
92	S6	1
92	N7	1
92	S5	1
92	N8	1
92	N9	1
92	S1	1
92	S2	1
92	N10	1
92	S3	1
92	S4	1
93	N1	1
93	N2	1
93	S10	1
93	S11	1
93	N3	1
93	N4	1
93	N5	1
93	S7	1
93	S8	1
93	S9	1
93	N6	1
93	S6	1
93	N7	1
93	S5	1
93	N8	1
93	N9	1
93	S1	1
93	S2	1
93	N10	1
93	S3	1
93	S4	1
94	N1	1
94	N2	1
94	S10	1
94	S11	1
94	N3	1
94	N4	1
94	N5	1
94	S7	1
94	S8	1
94	S9	1
94	N6	1
94	S6	1
94	N7	1
94	S5	1
94	N8	1
94	N9	1
94	S1	1
94	S2	1
94	N10	1
94	S3	1
94	S4	1
95	N1	1
95	N2	1
95	S10	1
95	S11	1
95	N3	1
95	N4	1
95	N5	1
95	S7	1
