# print with MP based on the cost matrix: 
#  0->0 =0
#  0->1 =2
#  1->0 =1
#  1->1 =0
POS	Node	State
7	S19	1
7	N18	1
7	S17	1
7	S18	1
8	N1	1
8	N2	1
8	N3	1
8	N4	1
8	N5	1
8	N6	1
8	N7	1
8	N8	1
8	S2	1
8	S3	1
8	S1	1
8	S4	1
8	N9	1
8	S5	1
8	S6	1
8	N10	1
8	S7	1
8	S8	1
8	N11	1
8	S9	1
8	S10	1
8	N12	1
8	S16	1
8	N13	1
8	S15	1
8	N14	1
8	S14	1
8	N15	1
8	S13	1
8	N16	1
8	S11	1
8	S12	1
8	N17	1
8	S19	1
8	N18	1
8	S17	1
8	S18	1
9	N1	1
9	N2	1
9	N3	1
9	N4	1
9	N5	1
9	N6	1
9	N7	1
9	N8	1
9	S2	1
9	S3	1
9	S1	1
9	S4	1
9	N9	1
9	S5	1
9	S6	1
9	N10	1
9	S7	1
9	S8	1
9	N11	1
9	S9	1
9	S10	1
9	N12	1
9	S16	1
9	N13	1
9	S15	1
9	N14	1
9	S14	1
9	N15	1
9	S13	1
9	N16	1
9	S11	1
9	S12	1
9	N17	1
9	S19	1
9	N18	1
9	S17	1
9	S18	1
10	N1	1
10	N2	1
10	N3	1
10	N4	1
10	N5	1
10	N6	1
10	N7	1
10	N8	1
10	S2	1
10	S3	1
10	S1	1
10	S4	1
10	N9	1
10	S5	1
10	S6	1
10	N10	1
10	S7	1
10	S8	1
10	N11	1
10	S9	1
10	S10	1
10	N12	1
10	S16	1
10	N13	1
10	S15	1
10	N14	1
10	S14	1
10	N15	1
10	S13	1
10	N16	1
10	S11	1
10	S12	1
10	N17	1
10	S19	1
10	N18	1
10	S17	1
10	S18	1
11	N1	1
11	N2	1
11	N3	1
11	N4	1
11	N5	1
11	N6	1
11	N7	1
11	N8	1
11	S2	1
11	S3	1
11	S1	1
11	S4	1
11	N9	1
11	S5	1
11	S6	1
11	N10	1
11	S7	1
11	S8	1
11	N11	1
11	S9	1
11	S10	1
11	N12	1
11	S16	1
11	N13	1
11	S15	1
11	N14	1
11	S14	1
11	N15	1
11	S13	1
11	N16	1
11	S11	1
11	S12	1
11	N17	1
11	S19	1
11	N18	1
11	S17	1
11	S18	1
12	N1	1
12	N2	1
12	N3	1
12	N4	1
12	N5	1
12	N6	1
12	N7	1
12	N8	1
12	S2	1
12	S3	1
12	S1	1
12	S4	1
12	N9	1
12	S5	1
12	S6	1
12	N10	1
12	S7	1
12	S8	1
12	N11	1
12	S9	1
12	S10	1
12	N12	1
12	S16	1
12	N13	1
12	S15	1
12	N14	1
12	S14	1
12	N15	1
12	S13	1
12	N16	1
12	S11	1
12	S12	1
12	N17	1
12	S19	1
12	N18	1
12	S17	1
12	S18	1
13	N1	1
13	N2	1
13	N3	1
13	N4	1
13	N5	1
13	N6	1
13	N7	1
13	N8	1
13	S2	1
13	S3	1
13	S1	1
13	S4	1
13	N9	1
13	S5	1
13	S6	1
13	N10	1
13	S7	1
13	S8	1
13	N11	1
13	S9	1
13	S10	1
13	N12	1
13	S16	1
13	N13	1
13	S15	1
13	N14	1
13	S14	1
13	N15	1
13	S13	1
13	N16	1
13	S11	1
13	S12	1
13	N17	1
13	S19	1
13	N18	1
13	S17	1
13	S18	1
14	N1	1
14	N2	1
14	N3	1
14	N4	1
14	N5	1
14	N6	1
14	N7	1
14	N8	1
14	S2	1
14	S3	1
14	S1	1
14	S4	1
14	N9	1
14	S5	1
14	S6	1
14	N10	1
14	S7	1
14	S8	1
14	N11	1
14	S9	1
14	S10	1
14	N12	1
14	S16	1
14	N13	1
14	S15	1
14	N14	1
14	S14	1
14	N15	1
14	S13	1
14	N16	1
14	S11	1
14	S12	1
14	N17	1
14	S19	1
14	N18	1
14	S17	1
14	S18	1
15	N1	1
15	N2	1
15	N3	1
15	N4	1
15	N5	1
15	N6	1
15	N7	1
15	N8	1
15	S2	1
15	S3	1
15	S1	1
15	S4	1
15	N9	1
15	S5	1
15	S6	1
15	N10	1
15	S7	1
15	S8	1
15	N11	1
15	S9	1
15	S10	1
15	N12	1
15	S16	1
15	N13	1
15	S15	1
15	N14	1
15	S14	1
15	N15	1
15	S13	1
15	N16	1
15	S11	1
15	S12	1
15	N17	1
15	S19	1
15	N18	1
15	S17	1
15	S18	1
16	N1	1
16	N2	1
16	N3	1
16	N4	1
16	N5	1
16	N6	1
16	N7	1
16	N8	1
16	S2	1
16	S3	1
16	S1	1
16	S4	1
16	N9	1
16	S5	1
16	S6	1
16	N10	1
16	S7	1
16	S8	1
16	N11	1
16	S9	1
16	S10	1
16	N12	1
16	S16	1
16	N13	1
16	S15	1
16	N14	1
16	S14	1
16	N15	1
16	S13	1
16	N16	1
16	S11	1
16	S12	1
16	N17	1
16	S19	1
16	N18	1
16	S17	1
16	S18	1
17	N1	1
17	N2	1
17	N3	1
17	N4	1
17	N5	1
17	N6	1
17	N7	1
17	N8	1
17	S2	1
17	S3	1
17	S1	1
17	S4	1
17	N9	1
17	S5	1
17	S6	1
17	N10	1
17	S7	1
17	S8	1
17	N11	1
17	S9	1
17	S10	1
17	N12	1
17	S16	1
17	N13	1
17	S15	1
17	N14	1
17	S14	1
17	N15	1
17	S13	1
17	N16	1
17	S11	1
17	S12	1
17	N17	1
17	S19	1
17	N18	1
17	S17	1
17	S18	1
18	N1	1
18	N2	1
18	N3	1
18	N4	1
18	N5	1
18	N6	1
18	N7	1
18	N8	1
18	S2	1
18	S3	1
18	S1	1
18	S4	1
18	N9	1
18	S5	1
18	S6	1
18	N10	1
18	S7	1
18	S8	1
18	N11	1
18	S9	1
18	S10	1
18	N12	1
18	S16	1
18	N13	1
18	S15	1
18	N14	1
18	S14	1
18	N15	1
18	S13	1
18	N16	1
18	S11	1
18	S12	1
18	N17	1
18	S19	1
18	N18	1
18	S17	1
18	S18	1
19	N1	1
19	N2	1
19	N3	1
19	N4	1
19	N5	1
19	N6	1
19	N7	1
19	N8	1
19	S2	1
19	S3	1
19	S1	1
19	S4	1
19	N9	1
19	S5	1
19	S6	1
19	N10	1
19	S7	1
19	S8	1
19	N11	1
19	S9	1
19	S10	1
19	N12	1
19	S16	1
19	N13	1
19	S15	1
19	N14	1
19	S14	1
19	N15	1
19	S13	1
19	N16	1
19	S11	1
19	S12	1
19	N17	1
19	S19	1
19	N18	1
19	S17	1
19	S18	1
20	N1	1
20	N2	1
20	N3	1
20	N4	1
20	N5	1
20	N6	1
20	N7	1
20	N8	1
20	S2	1
20	S3	1
20	S1	1
20	S4	1
20	N9	1
20	S5	1
20	S6	1
20	N10	1
20	S7	1
20	S8	1
20	N11	1
20	S9	1
20	S10	1
20	N12	1
20	S16	1
20	N13	1
20	S15	1
20	N14	1
20	S14	1
20	N15	1
20	S13	1
20	N16	1
20	S11	1
20	S12	1
20	N17	1
20	S19	1
20	N18	1
20	S17	1
20	S18	1
21	N1	1
21	N2	1
21	N3	1
21	N4	1
21	N5	1
21	N6	1
21	N7	1
21	N8	1
21	S2	1
21	S3	1
21	S1	1
21	S4	1
21	N9	1
21	S5	1
21	S6	1
21	N10	1
21	S7	1
21	S8	1
21	N11	1
21	S9	1
21	S10	1
21	N12	1
21	S16	1
21	N13	1
21	S15	1
21	N14	1
21	S14	1
21	N15	1
21	S13	1
21	N16	1
21	S11	1
21	S12	1
21	N17	1
21	S19	1
21	N18	1
21	S17	1
21	S18	1
22	N1	1
22	N2	1
22	N3	1
22	N4	1
22	N5	1
22	N6	1
22	N7	1
22	N8	1
22	S2	1
22	S3	1
22	S1	1
22	S4	1
22	N9	1
22	S5	1
22	S6	1
22	N10	1
22	S7	1
22	S8	1
22	N11	1
22	S9	1
22	S10	1
22	N12	1
22	S16	1
22	N13	1
22	S15	1
22	N14	1
22	S14	1
22	N15	1
22	S13	1
22	N16	1
22	S11	1
22	S12	1
22	N17	1
22	S19	1
22	N18	1
22	S17	1
22	S18	1
23	N1	1
23	N2	1
23	N3	1
23	N4	1
23	N5	1
23	N6	1
23	N7	1
23	N8	1
23	S2	1
23	S3	1
23	S1	1
23	S4	1
23	N9	1
23	S5	1
23	S6	1
23	N10	1
23	S7	1
23	S8	1
23	N11	1
23	S9	1
23	S10	1
23	N12	1
23	S16	1
23	N13	1
23	S15	1
23	N14	1
23	S14	1
23	N15	1
23	S13	1
23	N16	1
23	S11	1
23	S12	1
23	N17	1
23	S19	1
23	N18	1
23	S17	1
23	S18	1
24	N1	1
24	N2	1
24	N3	1
24	N4	1
24	N5	1
24	N6	1
24	N7	1
24	N8	1
24	S2	1
24	S3	1
24	S1	1
24	S4	1
24	N9	1
24	S5	1
24	S6	1
24	N10	1
24	S7	1
24	S8	1
24	N11	1
24	S9	1
24	S10	1
24	N12	1
24	S16	1
24	N13	1
24	S15	1
24	N14	1
24	S14	1
24	N15	1
24	S13	1
24	N16	1
24	S11	1
24	S12	1
24	N17	1
24	S19	1
24	N18	1
24	S17	1
24	S18	1
25	N1	0
25	N2	0
25	N3	0
25	N4	0
25	N5	0
25	N6	0
25	N7	0
25	N8	0
25	S2	0
25	S3	0
25	S1	0
25	S4	0
25	N9	0
25	S5	0
25	S6	0
25	N10	0
25	S7	0
25	S8	0
25	N11	0
25	S9	0
25	S10	0
25	N12	0
25	S16	0
25	N13	0
25	S15	0
25	N14	0
25	S14	1
25	N15	0
25	S13	0
25	N16	0
25	S11	0
25	S12	0
25	N17	0
25	S19	0
25	N18	0
25	S17	0
25	S18	0
26	N1	1
26	N2	1
26	N3	1
26	N4	1
26	N5	1
26	N6	1
26	N7	1
26	N8	1
26	S2	1
26	S3	1
26	S1	1
26	S4	1
26	N9	1
26	S5	1
26	S6	1
26	N10	1
26	S7	1
26	S8	1
26	N11	1
26	S9	1
26	S10	1
26	N12	1
26	S16	1
26	N13	1
26	S15	1
26	N14	1
26	S14	1
26	N15	1
26	S13	1
26	N16	1
26	S11	1
26	S12	1
26	N17	1
26	S19	1
26	N18	1
26	S17	1
26	S18	1
27	N1	1
27	N2	1
27	N3	1
27	N4	1
27	N5	1
27	N6	1
27	N7	1
27	N8	1
27	S2	1
27	S3	1
27	S1	1
27	S4	1
27	N9	1
27	S5	1
27	S6	1
27	N10	1
27	S7	1
27	S8	1
27	N11	1
27	S9	1
27	S10	1
27	N12	1
27	S16	1
27	N13	1
27	S15	1
27	N14	1
27	S14	1
27	N15	1
27	S13	1
27	N16	1
27	S11	1
27	S12	1
27	N17	1
27	S19	1
27	N18	1
27	S17	1
27	S18	1
28	N1	1
28	N2	1
28	N3	1
28	N4	1
28	N5	1
28	N6	1
28	N7	1
28	N8	1
28	S2	1
28	S3	1
28	S1	1
28	S4	1
28	N9	1
28	S5	1
28	S6	1
28	N10	1
28	S7	1
28	S8	1
28	N11	1
28	S9	1
28	S10	1
28	N12	1
28	S16	1
28	N13	1
28	S15	1
28	N14	1
28	S14	1
28	N15	1
28	S13	1
28	N16	1
28	S11	1
28	S12	1
28	N17	1
28	S19	1
28	N18	1
28	S17	1
28	S18	1
29	N1	1
29	N2	1
29	N3	1
29	N4	1
29	N5	1
29	N6	1
29	N7	1
29	N8	1
29	S2	1
29	S3	1
29	S1	1
29	S4	1
29	N9	1
29	S5	1
29	S6	1
29	N10	1
29	S7	1
29	S8	1
29	N11	1
29	S9	1
29	S10	1
29	N12	1
29	S16	1
29	N13	1
29	S15	1
29	N14	1
29	S14	1
29	N15	1
29	S13	1
29	N16	1
29	S11	1
29	S12	1
29	N17	1
29	S19	1
29	N18	1
29	S17	1
29	S18	1
30	N1	1
30	N2	1
30	N3	1
30	N4	1
30	N5	1
30	N6	1
30	N7	1
30	N8	1
30	S2	1
30	S3	1
30	S1	1
30	S4	1
30	N9	1
30	S5	1
30	S6	1
30	N10	1
30	S7	1
30	S8	1
30	N11	1
30	S9	1
30	S10	1
30	N12	1
30	S16	1
30	N13	1
30	S15	1
30	N14	1
30	S14	1
30	N15	1
30	S13	1
30	N16	1
30	S11	1
30	S12	1
30	N17	1
30	S19	1
30	N18	1
30	S17	1
30	S18	1
31	N1	1
31	N2	1
31	N3	1
31	N4	1
31	N5	1
31	N6	1
31	N7	1
31	N8	1
31	S2	1
31	S3	1
31	S1	1
31	S4	1
31	N9	1
31	S5	1
31	S6	1
31	N10	1
31	S7	1
31	S8	1
31	N11	1
31	S9	1
31	S10	1
31	N12	1
31	S16	1
31	N13	1
31	S15	1
31	N14	1
31	S14	1
31	N15	1
31	S13	1
31	N16	1
31	S11	1
31	S12	1
31	N17	1
31	S19	1
31	N18	1
31	S17	1
31	S18	1
32	N1	1
32	N2	1
32	N3	1
32	N4	1
32	N5	1
32	N6	1
32	N7	1
32	N8	1
32	S2	1
32	S3	1
32	S1	1
32	S4	1
32	N9	1
32	S5	1
32	S6	1
32	N10	1
32	S7	1
32	S8	1
32	N11	1
32	S9	1
32	S10	1
32	N12	1
32	S16	1
32	N13	1
32	S15	1
32	N14	1
32	S14	1
32	N15	1
32	S13	1
32	N16	1
32	S11	1
32	S12	1
32	N17	1
32	S19	1
32	N18	1
32	S17	1
32	S18	1
33	N1	0
33	N2	0
33	N3	0
33	N4	0
33	N5	0
33	N6	0
33	N7	0
33	N8	0
33	S2	0
33	S3	0
33	S1	0
33	S4	0
33	N9	0
33	S5	0
33	S6	0
33	N10	0
33	S7	0
33	S8	0
33	N11	0
33	S9	0
33	S10	0
33	N12	0
33	S16	0
33	N13	0
33	S15	0
33	N14	0
33	S14	1
33	N15	0
33	S13	0
33	N16	0
33	S11	0
33	S12	0
33	N17	0
33	S19	0
33	N18	0
33	S17	0
33	S18	0
34	N1	1
34	N2	1
34	N3	1
34	N4	1
34	N5	1
34	N6	1
34	N7	1
34	N8	1
34	S2	1
34	S3	1
34	S1	1
34	S4	1
34	N9	1
34	S5	1
34	S6	1
34	N10	1
34	S7	1
34	S8	1
34	N11	1
34	S9	1
34	S10	1
34	N12	1
34	S16	1
34	N13	1
34	S15	1
34	N14	1
34	S14	1
34	N15	1
34	S13	1
34	N16	1
34	S11	1
34	S12	1
34	N17	1
34	S19	1
34	N18	1
34	S17	1
34	S18	1
35	N1	1
35	N2	1
35	N3	1
35	N4	1
35	N5	1
35	N6	1
35	N7	1
35	N8	1
35	S2	1
35	S3	1
35	S1	1
35	S4	1
35	N9	1
35	S5	1
35	S6	1
35	N10	1
35	S7	1
35	S8	1
35	N11	1
35	S9	1
35	S10	1
35	N12	1
35	S16	1
35	N13	1
35	S15	1
35	N14	1
35	S14	1
35	N15	1
35	S13	1
35	N16	1
35	S11	1
35	S12	1
35	N17	1
35	S19	1
35	N18	1
35	S17	1
35	S18	1
36	N1	1
36	N2	1
36	N3	1
36	N4	1
36	N5	1
36	N6	1
36	N7	1
36	N8	1
36	S2	1
36	S3	1
36	S1	1
36	S4	1
36	N9	1
36	S5	1
36	S6	1
36	N10	1
36	S7	1
36	S8	1
36	N11	1
36	S9	1
36	S10	1
36	N12	1
36	S16	1
36	N13	1
36	S15	1
36	N14	1
36	S14	1
36	N15	1
36	S13	1
36	N16	1
36	S11	1
36	S12	1
36	N17	1
36	S19	1
36	N18	1
36	S17	1
36	S18	1
37	N1	1
37	N2	1
37	N3	1
37	N4	1
37	N5	1
37	N6	1
37	N7	1
37	N8	1
37	S2	1
37	S3	1
37	S1	1
37	S4	1
37	N9	1
37	S5	1
37	S6	1
37	N10	1
37	S7	1
37	S8	1
37	N11	1
37	S9	1
37	S10	1
37	N12	1
37	S16	1
37	N13	1
37	S15	1
37	N14	1
37	S14	1
37	N15	1
37	S13	1
37	N16	1
37	S11	1
37	S12	1
37	N17	1
37	S19	1
37	N18	1
37	S17	1
37	S18	1
38	N1	1
38	N2	1
38	N3	1
38	N4	1
38	N5	1
38	N6	1
38	N7	1
38	N8	1
38	S2	1
38	S3	1
38	S1	1
38	S4	1
38	N9	1
38	S5	1
38	S6	1
38	N10	1
38	S7	1
38	S8	1
38	N11	1
38	S9	1
38	S10	1
38	N12	1
38	S16	1
38	N13	1
38	S15	1
38	N14	1
38	S14	1
38	N15	1
38	S13	1
38	N16	1
38	S11	1
38	S12	1
38	N17	1
38	S19	1
38	N18	1
38	S17	1
38	S18	1
39	N1	1
39	N2	1
39	N3	1
39	N4	1
39	N5	1
39	N6	1
39	N7	1
39	N8	1
39	S2	1
39	S3	1
39	S1	1
39	S4	1
39	N9	1
39	S5	1
39	S6	1
39	N10	1
39	S7	1
39	S8	1
39	N11	1
39	S9	1
39	S10	1
39	N12	1
39	S16	1
39	N13	1
39	S15	1
39	N14	1
39	S14	1
39	N15	1
39	S13	1
39	N16	1
39	S11	1
39	S12	1
39	N17	1
39	S19	1
39	N18	1
39	S17	1
39	S18	1
40	N1	0
40	N2	0
40	N3	0
40	N4	0
40	N5	0
40	N6	0
40	N7	0
40	N8	0
40	S2	0
40	S3	0
40	S1	0
40	S4	0
40	N9	0
40	S5	0
40	S6	0
40	N10	0
40	S7	0
40	S8	0
40	N11	0
40	S9	0
40	S10	0
40	N12	0
40	S16	0
40	N13	0
40	S15	0
40	N14	0
40	S14	1
40	N15	0
40	S13	0
40	N16	0
40	S11	0
40	S12	0
40	N17	0
40	S19	0
40	N18	0
40	S17	0
40	S18	0
41	N1	1
41	N2	1
41	N3	1
41	N4	1
41	N5	1
41	N6	1
41	N7	1
41	N8	1
41	S2	1
41	S3	1
41	S1	1
41	S4	1
41	N9	1
41	S5	1
41	S6	1
41	N10	1
41	S7	1
41	S8	1
41	N11	1
41	S9	1
41	S10	1
41	N12	1
41	S16	1
41	N13	1
41	S15	1
41	N14	1
41	S14	1
41	N15	1
41	S13	1
41	N16	1
41	S11	1
41	S12	1
41	N17	1
41	S19	1
41	N18	1
41	S17	1
41	S18	1
42	N1	1
42	N2	1
42	N3	1
42	N4	1
42	N5	1
42	N6	1
42	N7	1
42	N8	1
42	S2	1
42	S3	1
42	S1	1
42	S4	1
42	N9	1
42	S5	1
42	S6	1
42	N10	1
42	S7	1
42	S8	1
42	N11	1
42	S9	1
42	S10	1
42	N12	1
42	S16	1
42	N13	1
42	S15	1
42	N14	1
42	S14	1
42	N15	1
42	S13	1
42	N16	1
42	S11	1
42	S12	1
42	N17	1
42	S19	1
42	N18	1
42	S17	1
42	S18	1
43	N1	1
43	N2	1
43	N3	1
43	N4	1
43	N5	1
43	N6	1
43	N7	1
43	N8	1
43	S2	1
43	S3	1
43	S1	1
43	S4	1
43	N9	1
43	S5	1
43	S6	1
43	N10	1
43	S7	1
43	S8	1
43	N11	1
43	S9	1
43	S10	1
43	N12	1
43	S16	1
43	N13	1
43	S15	1
43	N14	1
43	S14	1
43	N15	1
43	S13	1
43	N16	1
43	S11	1
43	S12	1
43	N17	1
43	S19	1
43	N18	1
43	S17	1
43	S18	1
44	N1	1
44	N2	1
44	N3	1
44	N4	1
44	N5	1
44	N6	1
44	N7	1
44	N8	1
44	S2	1
44	S3	1
44	S1	1
44	S4	1
44	N9	1
44	S5	1
44	S6	1
44	N10	1
44	S7	1
44	S8	1
44	N11	1
44	S9	1
44	S10	1
44	N12	1
44	S16	1
44	N13	1
44	S15	1
44	N14	1
44	S14	1
44	N15	1
44	S13	1
44	N16	1
44	S11	1
44	S12	1
44	N17	1
44	S19	1
44	N18	1
44	S17	1
44	S18	1
45	N1	1
45	N2	1
45	N3	1
45	N4	1
45	N5	1
45	N6	1
45	N7	1
45	N8	1
45	S2	1
45	S3	1
45	S1	1
45	S4	1
45	N9	1
45	S5	1
45	S6	1
45	N10	1
45	S7	1
45	S8	1
45	N11	1
45	S9	1
45	S10	1
45	N12	1
45	S16	1
45	N13	1
45	S15	1
45	N14	1
45	S14	1
45	N15	1
45	S13	1
45	N16	1
45	S11	1
45	S12	1
45	N17	1
45	S19	1
45	N18	1
45	S17	1
45	S18	1
46	N1	1
46	N2	1
46	N3	1
46	N4	1
46	N5	1
46	N6	1
46	N7	1
46	N8	1
46	S2	1
46	S3	1
46	S1	1
46	S4	1
46	N9	1
46	S5	1
46	S6	1
46	N10	1
46	S7	1
46	S8	1
46	N11	1
46	S9	1
46	S10	1
46	N12	1
46	S16	1
46	N13	1
46	S15	1
46	N14	1
46	S14	1
46	N15	1
46	S13	1
46	N16	1
46	S11	1
46	S12	1
46	N17	1
46	S19	1
46	N18	1
46	S17	1
46	S18	1
47	N1	1
47	N2	1
47	N3	1
47	N4	1
47	N5	1
47	N6	1
47	N7	1
47	N8	1
47	S2	1
47	S3	1
47	S1	1
47	S4	1
47	N9	1
47	S5	1
47	S6	1
47	N10	1
47	S7	1
47	S8	1
47	N11	1
47	S9	1
47	S10	1
47	N12	1
47	S16	1
47	N13	1
47	S15	1
47	N14	1
47	S14	1
47	N15	1
47	S13	1
47	N16	1
47	S11	1
47	S12	1
47	N17	1
47	S19	1
47	N18	1
47	S17	1
47	S18	1
48	N1	1
48	N2	1
48	N3	1
48	N4	1
48	N5	1
48	N6	1
48	N7	1
48	N8	1
48	S2	1
48	S3	1
48	S1	1
48	S4	1
48	N9	1
48	S5	1
48	S6	1
48	N10	1
48	S7	1
48	S8	1
48	N11	1
48	S9	1
48	S10	1
48	N12	1
48	S16	1
48	N13	1
48	S15	1
48	N14	1
48	S14	1
48	N15	1
48	S13	1
48	N16	1
48	S11	1
48	S12	1
48	N17	1
48	S19	1
48	N18	1
48	S17	1
48	S18	1
49	N1	1
49	N2	1
49	N3	1
49	N4	1
49	N5	1
49	N6	1
49	N7	1
49	N8	1
49	S2	1
49	S3	1
49	S1	1
49	S4	1
49	N9	1
49	S5	1
49	S6	1
49	N10	1
49	S7	1
49	S8	1
49	N11	1
49	S9	1
49	S10	1
49	N12	1
49	S16	1
49	N13	1
49	S15	1
49	N14	1
49	S14	1
49	N15	1
49	S13	1
49	N16	1
49	S11	1
49	S12	1
49	N17	1
49	S19	1
49	N18	1
49	S17	1
49	S18	1
50	N1	1
50	N2	1
50	N3	1
50	N4	1
50	N5	1
50	N6	1
50	N7	1
50	N8	1
50	S2	1
50	S3	1
50	S1	1
50	S4	1
50	N9	1
50	S5	1
50	S6	1
50	N10	1
50	S7	1
50	S8	1
50	N11	1
50	S9	1
50	S10	1
50	N12	1
50	S16	1
50	N13	1
50	S15	1
50	N14	1
50	S14	1
50	N15	1
50	S13	1
50	N16	1
50	S11	1
50	S12	1
50	N17	1
50	S19	1
50	N18	1
50	S17	1
50	S18	1
51	N1	1
51	N2	1
51	N3	1
51	N4	1
51	N5	1
51	N6	1
51	N7	1
51	N8	1
51	S2	1
51	S3	1
51	S1	1
51	S4	1
51	N9	1
51	S5	1
51	S6	1
51	N10	1
51	S7	1
51	S8	1
51	N11	1
51	S9	1
51	S10	1
51	N12	1
51	S16	1
51	N13	1
51	S15	1
51	N14	1
51	S14	1
51	N15	1
51	S13	1
51	N16	1
51	S11	1
51	S12	1
51	N17	1
51	S19	1
51	N18	1
51	S17	1
51	S18	1
52	N1	1
52	N2	1
52	N3	1
52	N4	1
52	N5	1
52	N6	1
52	N7	1
52	N8	1
52	S2	1
52	S3	1
52	S1	1
52	S4	1
52	N9	1
52	S5	1
52	S6	1
52	N10	1
52	S7	1
52	S8	1
52	N11	1
52	S9	1
52	S10	1
52	N12	1
52	S16	1
52	N13	1
52	S15	1
52	N14	1
52	S14	1
52	N15	1
52	S13	1
52	N16	1
52	S11	1
52	S12	1
52	N17	1
52	S19	1
52	N18	1
52	S17	1
52	S18	1
53	N1	1
53	N2	1
53	N3	1
53	N4	1
53	N5	1
53	N6	1
53	N7	1
53	N8	1
53	S2	1
53	S3	1
53	S1	1
53	S4	1
53	N9	1
53	S5	1
53	S6	1
53	N10	1
53	S7	1
53	S8	1
53	N11	1
53	S9	1
53	S10	1
53	N12	1
53	S16	1
53	N13	1
53	S15	1
53	N14	1
53	S14	1
53	N15	1
53	S13	1
53	N16	1
53	S11	1
53	S12	1
53	N17	1
53	S19	1
53	N18	1
53	S17	1
53	S18	1
54	N1	1
54	N2	1
54	N3	1
54	N4	1
54	N5	1
54	N6	1
54	N7	1
54	N8	1
54	S2	1
54	S3	1
54	S1	1
54	S4	1
54	N9	1
54	S5	1
54	S6	1
54	N10	1
54	S7	1
54	S8	1
54	N11	1
54	S9	1
54	S10	1
