POS	Node	State	Prob
6	S24	1	0.999
6	N19	1	1
6	S4	1	1
6	S19	1	0.9984
6	N22	1	1
6	S17	1	0.999
6	N21	1	1
6	S13	1	0.9997
6	S15	1	0.9997
6	S14	1	1
6	S16	1	0.9993
6	N25	1	1
6	N24	1	1
6	N23	1	1
6	N20	1	1
6	N18	1	1
6	N17	1	1
6	N16	1	1
6	N15	1	1
6	N12	1	1
6	N8	1	1
6	N1	1	0.9984
7	S8	1	1
7	S10	1	1
7	N5	1	1
7	S11	1	1
7	N4	1	1
7	S9	1	1
7	S12	1	1
7	N6	1	1
7	N3	1	1
7	S6	1	1
7	S7	1	1
7	N7	1	1
7	N2	1	0.9994
7	S22	1	1
7	S23	1	1
7	N11	1	1
7	S25	1	1
7	N10	1	1
7	S26	1	1
7	N9	1	1
7	S2	1	1
7	S3	1	1
7	N14	1	1
7	S1	1	1
7	N13	1	1
7	S21	1	1
7	S5	1	1
7	S20	1	1
7	S18	1	1
7	S24	1	1
7	N19	1	1
7	S4	1	1
7	S19	1	1
7	N22	1	1
7	S17	1	1
7	N21	1	1
7	S13	1	1
7	S15	1	1
7	S14	1	1
7	S16	1	1
7	N25	1	1
7	N24	1	1
7	N23	1	1
7	N20	1	1
7	N18	1	1
7	N17	1	1
7	N16	1	1
7	N15	1	1
7	N12	1	1
7	N8	1	1
7	N1	1	0.9985
8	S8	1	1
8	S10	1	1
8	N5	1	1
8	S11	1	1
8	N4	1	1
8	S9	1	1
8	S12	1	1
8	N6	1	1
8	N3	1	1
8	S6	1	1
8	S7	1	1
8	N7	1	1
8	N2	1	0.9994
8	S22	1	1
8	S23	1	1
8	N11	1	1
8	S25	1	1
8	N10	1	1
8	S26	1	1
8	N9	1	1
8	S2	1	1
8	S3	1	1
8	N14	1	1
8	S1	1	1
8	N13	1	1
8	S21	1	1
8	S5	1	1
8	S20	1	1
8	S18	1	1
8	S24	1	1
8	N19	1	1
8	S4	1	1
8	S19	1	1
8	N22	1	1
8	S17	1	1
8	N21	1	1
8	S13	1	1
8	S15	1	1
8	S14	1	1
8	S16	1	1
8	N25	1	1
8	N24	1	1
8	N23	1	1
8	N20	1	1
8	N18	1	1
8	N17	1	1
8	N16	1	1
8	N15	1	1
8	N12	1	1
8	N8	1	1
8	N1	1	0.9985
9	S8	1	1
9	S10	1	1
9	N5	1	1
9	S11	1	1
9	N4	1	1
9	S9	1	1
9	S12	1	1
9	N6	1	1
9	N3	1	1
9	S6	1	1
9	S7	1	1
9	N7	1	1
9	N2	1	0.9994
9	S22	1	1
9	S23	1	1
9	N11	1	1
9	S25	1	1
9	N10	1	1
9	S26	1	1
9	N9	1	1
9	S2	1	1
9	S3	1	1
9	N14	1	1
9	S1	1	1
9	N13	1	1
9	S21	1	1
9	S5	1	1
9	S20	1	1
9	S18	1	1
9	S24	1	1
9	N19	1	1
9	S4	1	1
9	S19	1	1
9	N22	1	1
9	S17	1	1
9	N21	1	1
9	S13	1	1
9	S15	1	1
9	S14	1	1
9	S16	1	1
9	N25	1	1
9	N24	1	1
9	N23	1	1
9	N20	1	1
9	N18	1	1
9	N17	1	1
9	N16	1	1
9	N15	1	1
9	N12	1	1
9	N8	1	1
9	N1	1	0.9985
10	S8	1	1
10	S10	1	1
10	N5	1	1
10	S11	1	1
10	N4	1	1
10	S9	1	1
10	S12	1	1
10	N6	1	1
10	N3	1	1
10	S6	1	1
10	S7	1	1
10	N7	1	1
10	N2	1	0.9994
10	S22	1	1
10	S23	1	1
10	N11	1	1
10	S25	1	1
10	N10	1	1
10	S26	1	1
10	N9	1	1
10	S2	1	1
10	S3	1	1
10	N14	1	1
10	S1	1	1
10	N13	1	1
10	S21	1	1
10	S5	1	1
10	S20	1	1
10	S18	1	1
10	S24	1	1
10	N19	1	1
10	S4	1	1
10	S19	1	1
10	N22	1	1
10	S17	1	1
10	N21	1	1
10	S13	1	1
10	S15	1	1
10	S14	1	1
10	S16	1	1
10	N25	1	1
10	N24	1	1
10	N23	1	1
10	N20	1	1
10	N18	1	1
10	N17	1	1
10	N16	1	1
10	N15	1	1
10	N12	1	1
10	N8	1	1
10	N1	1	0.9985
11	S8	1	1
11	S10	1	1
11	N5	1	1
11	S11	1	1
11	N4	1	1
11	S9	1	1
11	S12	1	1
11	N6	1	1
11	N3	1	1
11	S6	1	1
11	S7	1	1
11	N7	1	1
11	N2	1	0.9994
11	S22	1	1
11	S23	1	1
11	N11	1	1
11	S25	1	1
11	N10	1	1
11	S26	1	1
11	N9	1	1
11	S2	1	1
11	S3	1	1
11	N14	1	1
11	S1	1	1
11	N13	1	1
11	S21	1	1
11	S5	1	1
11	S20	1	1
11	S18	1	1
11	S24	1	1
11	N19	1	1
11	S4	1	1
11	S19	1	1
11	N22	1	1
11	S17	1	1
11	N21	1	1
11	S13	1	1
11	S15	1	1
11	S14	1	1
11	S16	1	1
11	N25	1	1
11	N24	1	1
11	N23	1	1
11	N20	1	1
11	N18	1	1
11	N17	1	1
11	N16	1	1
11	N15	1	1
11	N12	1	1
11	N8	1	1
11	N1	1	0.9985
12	S8	1	1
12	S10	1	1
12	N5	1	1
12	S11	1	1
12	N4	1	1
12	S9	1	1
12	S12	1	1
12	N6	1	1
12	N3	1	1
12	S6	1	1
12	S7	1	1
12	N7	1	1
12	N2	1	0.9994
12	S22	1	1
12	S23	1	1
12	N11	1	1
12	S25	1	1
12	N10	1	1
12	S26	1	1
12	N9	1	1
12	S2	1	1
12	S3	1	1
12	N14	1	1
12	S1	1	1
12	N13	1	1
12	S21	1	1
12	S5	1	1
12	S20	1	1
12	S18	1	1
12	S24	1	1
12	N19	1	1
12	S4	1	1
12	S19	1	1
12	N22	1	1
12	S17	1	1
12	N21	1	1
12	S13	1	1
12	S15	1	1
12	S14	1	1
12	S16	1	1
12	N25	1	1
12	N24	1	1
12	N23	1	1
12	N20	1	1
12	N18	1	1
12	N17	1	1
12	N16	1	1
12	N15	1	1
12	N12	1	1
12	N8	1	1
12	N1	1	0.9985
13	S8	1	1
13	S10	1	1
13	N5	1	1
13	S11	1	1
13	N4	1	1
13	S9	1	1
13	S12	1	1
13	N6	1	1
13	N3	1	1
13	S6	1	1
13	S7	1	1
13	N7	1	1
13	N2	1	0.9994
13	S22	1	1
13	S23	1	1
13	N11	1	1
13	S25	1	1
13	N10	1	1
13	S26	1	1
13	N9	1	1
13	S2	1	1
13	S3	1	1
13	N14	1	1
13	S1	1	1
13	N13	1	1
13	S21	1	1
13	S5	1	1
13	S20	1	1
13	S18	1	1
13	S24	1	1
13	N19	1	1
13	S4	1	1
13	S19	1	1
13	N22	1	1
13	S17	1	1
13	N21	1	1
13	S13	1	1
13	S15	1	1
13	S14	1	1
13	S16	1	1
13	N25	1	1
13	N24	1	1
13	N23	1	1
13	N20	1	1
13	N18	1	1
13	N17	1	1
13	N16	1	1
13	N15	1	1
13	N12	1	1
13	N8	1	1
13	N1	1	0.9985
14	S8	1	1
14	S10	1	1
14	N5	1	1
14	S11	1	1
14	N4	1	1
14	S9	1	1
14	S12	1	1
14	N6	1	1
14	N3	1	1
14	S6	1	1
14	S7	1	1
14	N7	1	1
14	N2	1	0.9994
14	S22	1	1
14	S23	1	1
14	N11	1	1
14	S25	1	1
14	N10	1	1
14	S26	1	1
14	N9	1	1
14	S2	1	1
14	S3	1	1
14	N14	1	1
14	S1	1	1
14	N13	1	1
14	S21	1	1
14	S5	1	1
14	S20	1	1
14	S18	1	1
14	S24	1	1
14	N19	1	1
14	S4	1	1
14	S19	1	1
14	N22	1	1
14	S17	1	1
14	N21	1	1
14	S13	1	1
14	S15	1	1
14	S14	1	1
14	S16	1	1
14	N25	1	1
14	N24	1	1
14	N23	1	1
14	N20	1	1
14	N18	1	1
14	N17	1	1
14	N16	1	1
14	N15	1	1
14	N12	1	1
14	N8	1	1
14	N1	1	0.9985
15	S8	1	1
15	S10	1	1
15	N5	1	1
15	S11	1	1
15	N4	1	1
15	S9	1	1
15	S12	1	1
15	N6	1	1
15	N3	1	1
15	S6	1	1
15	S7	1	1
15	N7	1	1
15	N2	1	0.9994
15	S22	1	1
15	S23	1	1
15	N11	1	1
15	S25	1	1
15	N10	1	1
15	S26	1	1
15	N9	1	1
15	S2	1	1
15	S3	1	1
15	N14	1	1
15	S1	1	1
15	N13	1	1
15	S21	1	1
15	S5	1	1
15	S20	1	1
15	S18	1	1
15	S24	1	1
15	N19	1	1
15	S4	1	1
15	S19	1	1
15	N22	1	1
15	S17	1	1
15	N21	1	1
15	S13	1	1
15	S15	1	1
15	S14	1	1
15	S16	1	1
15	N25	1	1
15	N24	1	1
15	N23	1	1
15	N20	1	1
15	N18	1	1
15	N17	1	1
15	N16	1	1
15	N15	1	1
15	N12	1	1
15	N8	1	1
15	N1	1	0.9985
16	S8	1	1
16	S10	1	1
16	N5	1	1
16	S11	1	1
16	N4	1	1
16	S9	1	1
16	S12	1	1
16	N6	1	1
16	N3	1	1
16	S6	1	1
16	S7	1	1
16	N7	1	1
16	N2	1	0.9994
16	S22	1	1
16	S23	1	1
16	N11	1	1
16	S25	1	1
16	N10	1	1
16	S26	1	1
16	N9	1	1
16	S2	1	1
16	S3	1	1
16	N14	1	1
16	S1	1	1
16	N13	1	1
16	S21	1	1
16	S5	1	1
16	S20	1	1
16	S18	1	1
16	S24	1	1
16	N19	1	1
16	S4	1	1
16	S19	1	1
16	N22	1	1
16	S17	1	1
16	N21	1	1
16	S13	1	1
16	S15	1	1
16	S14	1	1
16	S16	1	1
16	N25	1	1
16	N24	1	1
16	N23	1	1
16	N20	1	1
16	N18	1	1
16	N17	1	1
16	N16	1	1
16	N15	1	1
16	N12	1	1
16	N8	1	1
16	N1	1	0.9985
17	S8	1	1
17	S10	1	1
17	N5	1	1
17	S11	1	1
17	N4	1	1
17	S9	1	1
17	S12	1	1
17	N6	1	1
17	N3	1	1
17	S6	1	1
17	S7	1	1
17	N7	1	1
17	N2	1	0.9994
17	S22	1	1
17	S23	1	1
17	N11	1	1
17	S25	1	1
17	N10	1	1
17	S26	1	1
17	N9	1	1
17	S2	1	1
17	S3	1	1
17	N14	1	1
17	S1	1	1
17	N13	1	1
17	S21	1	1
17	S5	1	1
17	S20	1	1
17	S18	1	1
17	S24	1	1
17	N19	1	1
17	S4	1	1
17	S19	1	1
17	N22	1	1
17	S17	1	1
17	N21	1	1
17	S13	1	1
17	S15	1	1
17	S14	1	1
17	S16	1	1
17	N25	1	1
17	N24	1	1
17	N23	1	1
17	N20	1	1
17	N18	1	1
17	N17	1	1
17	N16	1	1
17	N15	1	1
17	N12	1	1
17	N8	1	1
17	N1	1	0.9985
18	S8	1	1
18	S10	1	1
18	N5	1	1
18	S11	1	1
18	N4	1	1
18	S9	1	1
18	S12	1	1
18	N6	1	1
18	N3	1	1
18	S6	1	1
18	S7	1	1
18	N7	1	1
18	N2	1	0.9994
18	S22	1	1
18	S23	1	1
18	N11	1	1
18	S25	1	1
18	N10	1	1
18	S26	1	1
18	N9	1	1
18	S2	1	1
18	S3	1	1
18	N14	1	1
18	S1	1	1
18	N13	1	1
18	S21	1	1
18	S5	1	1
18	S20	1	1
18	S18	1	1
18	S24	1	1
18	N19	1	1
18	S4	1	1
18	S19	1	1
18	N22	1	1
18	S17	1	1
18	N21	1	1
18	S13	1	1
18	S15	1	1
18	S14	1	1
18	S16	1	1
18	N25	1	1
18	N24	1	1
18	N23	1	1
18	N20	1	1
18	N18	1	1
18	N17	1	1
18	N16	1	1
18	N15	1	1
18	N12	1	1
18	N8	1	1
18	N1	1	0.9985
19	S8	1	1
19	S10	1	1
19	N5	1	1
19	S11	1	1
19	N4	1	1
19	S9	1	1
19	S12	1	1
19	N6	1	1
19	N3	1	1
19	S6	1	1
19	S7	1	1
19	N7	1	1
19	N2	1	0.9994
19	S22	1	1
19	S23	1	1
19	N11	1	1
19	S25	1	1
19	N10	1	1
19	S26	1	1
19	N9	1	1
19	S2	1	1
19	S3	1	1
19	N14	1	1
19	S1	1	1
19	N13	1	1
19	S21	1	1
19	S5	1	1
19	S20	1	1
19	S18	1	1
19	S24	1	1
19	N19	1	1
19	S4	1	1
19	S19	1	1
19	N22	1	1
19	S17	1	1
19	N21	1	1
19	S13	1	1
19	S15	1	1
19	S14	1	1
19	S16	1	1
19	N25	1	1
19	N24	1	1
19	N23	1	1
19	N20	1	1
19	N18	1	1
19	N17	1	1
19	N16	1	1
19	N15	1	1
19	N12	1	1
19	N8	1	1
19	N1	1	0.9985
20	S8	1	1
20	S10	1	1
20	N5	1	1
20	S11	1	1
20	N4	1	1
20	S9	1	1
20	S12	1	1
20	N6	1	1
20	N3	1	1
20	S6	1	1
20	S7	1	1
20	N7	1	1
20	N2	1	0.9994
20	S22	1	1
20	S23	1	1
20	N11	1	1
20	S25	1	1
20	N10	1	1
20	S26	1	1
20	N9	1	1
20	S2	1	1
20	S3	1	1
20	N14	1	1
20	S1	1	1
20	N13	1	1
20	S21	1	1
20	S5	1	1
20	S20	1	1
20	S18	1	1
20	S24	1	1
20	N19	1	1
20	S4	1	1
20	S19	1	1
20	N22	1	1
20	S17	1	1
20	N21	1	1
20	S13	1	1
20	S15	1	1
20	S14	1	1
20	S16	1	1
20	N25	1	1
20	N24	1	1
20	N23	1	1
20	N20	1	1
20	N18	1	1
20	N17	1	1
20	N16	1	1
20	N15	1	1
20	N12	1	1
20	N8	1	1
20	N1	1	0.9985
21	S8	1	1
21	S10	1	1
21	N5	1	1
21	S11	1	1
21	N4	1	1
21	S9	1	1
21	S12	1	1
21	N6	1	1
21	N3	1	1
21	S6	1	1
21	S7	1	1
21	N7	1	1
21	N2	1	0.9994
21	S22	1	1
21	S23	1	1
21	N11	1	1
21	S25	1	1
21	N10	1	1
21	S26	1	1
21	N9	1	1
21	S2	1	1
21	S3	1	1
21	N14	1	1
21	S1	1	1
21	N13	1	1
21	S21	1	1
21	S5	1	1
21	S20	1	1
21	S18	1	1
21	S24	1	1
21	N19	1	1
21	S4	1	1
21	S19	1	1
21	N22	1	1
21	S17	1	1
21	N21	1	1
21	S13	1	1
21	S15	1	1
21	S14	1	1
21	S16	1	1
21	N25	1	1
21	N24	1	1
21	N23	1	1
21	N20	1	1
21	N18	1	1
21	N17	1	1
21	N16	1	1
21	N15	1	1
21	N12	1	1
21	N8	1	1
21	N1	1	0.9985
22	S8	1	1
22	S10	1	1
22	N5	1	1
22	S11	1	1
22	N4	1	1
22	S9	1	1
22	S12	1	1
22	N6	1	1
22	N3	1	1
22	S6	1	1
22	S7	1	1
22	N7	1	1
22	N2	1	0.9994
22	S22	1	1
22	S23	1	1
22	N11	1	1
22	S25	1	1
22	N10	1	1
22	S26	1	1
22	N9	1	1
22	S2	1	1
22	S3	1	1
22	N14	1	1
22	S1	1	1
22	N13	1	1
22	S21	1	1
22	S5	1	1
22	S20	1	1
22	S18	1	1
22	S24	1	1
22	N19	1	1
22	S4	1	1
22	S19	1	1
22	N22	1	1
22	S17	1	1
22	N21	1	1
22	S13	1	1
22	S15	1	1
22	S14	1	1
22	S16	1	1
22	N25	1	1
22	N24	1	1
22	N23	1	1
22	N20	1	1
22	N18	1	1
22	N17	1	1
22	N16	1	1
22	N15	1	1
22	N12	1	1
22	N8	1	1
22	N1	1	0.9985
23	S8	1	1
23	S10	1	1
23	N5	1	1
23	S11	1	1
23	N4	1	1
23	S9	1	1
23	S12	1	1
23	N6	1	1
23	N3	1	1
23	S6	1	1
23	S7	1	1
23	N7	1	1
23	N2	1	0.9994
23	S22	1	1
23	S23	1	1
23	N11	1	1
23	S25	1	1
23	N10	1	1
23	S26	1	1
23	N9	1	1
23	S2	1	1
23	S3	1	1
23	N14	1	1
23	S1	1	1
23	N13	1	1
23	S21	1	1
23	S5	1	1
23	S20	1	1
23	S18	1	1
23	S24	1	1
23	N19	1	1
23	S4	1	1
23	S19	1	1
23	N22	1	1
23	S17	1	1
23	N21	1	1
23	S13	1	1
23	S15	1	1
23	S14	1	1
23	S16	1	1
23	N25	1	1
23	N24	1	1
23	N23	1	1
23	N20	1	1
23	N18	1	1
23	N17	1	1
23	N16	1	1
23	N15	1	1
23	N12	1	1
23	N8	1	1
23	N1	1	0.9985
24	S8	1	1
24	S10	1	1
24	N5	1	1
24	S11	1	1
24	N4	1	1
24	S9	1	1
24	S12	1	1
24	N6	1	1
24	N3	1	1
24	S6	1	1
24	S7	1	1
24	N7	1	1
24	N2	1	0.9994
24	S22	1	1
24	S23	1	1
24	N11	1	1
24	S25	1	1
24	N10	1	1
24	S26	1	1
24	N9	1	1
24	S2	1	1
24	S3	1	1
24	N14	1	1
24	S1	1	1
24	N13	1	1
24	S21	1	1
24	S5	1	1
24	S20	1	1
24	S18	1	1
24	S24	1	1
24	N19	1	1
24	S4	1	1
24	S19	1	1
24	N22	1	1
24	S17	1	1
24	N21	1	1
24	S13	1	1
24	S15	1	1
24	S14	1	1
24	S16	1	1
24	N25	1	1
24	N24	1	1
24	N23	1	1
24	N20	1	1
24	N18	1	1
24	N17	1	1
24	N16	1	1
24	N15	1	1
24	N12	1	1
24	N8	1	1
24	N1	1	0.9985
25	S8	1	1
25	S10	1	1
25	N5	1	1
25	S11	1	1
25	N4	1	1
25	S9	1	1
25	S12	1	1
25	N6	1	1
25	N3	1	1
25	S6	1	1
25	S7	1	1
25	N7	1	1
25	N2	1	0.9994
25	S22	1	1
25	S23	1	1
25	N11	1	1
25	S25	1	1
25	N10	1	1
25	S26	1	1
25	N9	1	1
25	S2	1	1
25	S3	1	1
25	N14	1	1
25	S1	1	1
25	N13	1	1
25	S21	1	1
25	S5	1	1
25	S20	1	1
25	S18	1	1
25	S24	1	1
25	N19	1	1
25	S4	1	1
25	S19	1	1
25	N22	1	1
25	S17	1	1
25	N21	1	1
25	S13	1	1
25	S15	1	1
25	S14	1	1
25	S16	1	1
25	N25	1	1
25	N24	1	1
25	N23	1	1
25	N20	1	1
25	N18	1	1
25	N17	1	1
25	N16	1	1
25	N15	1	1
25	N12	1	1
25	N8	1	1
25	N1	1	0.9985
26	S8	1	1
26	S10	1	1
26	N5	1	1
26	S11	1	1
26	N4	1	1
26	S9	1	1
26	S12	1	1
26	N6	1	1
26	N3	1	1
26	S6	1	1
26	S7	1	1
26	N7	1	1
26	N2	1	0.9994
26	S22	1	1
26	S23	1	1
26	N11	1	1
26	S25	1	1
26	N10	1	1
26	S26	1	1
26	N9	1	1
26	S2	1	1
26	S3	1	1
26	N14	1	1
26	S1	1	1
26	N13	1	1
26	S21	1	1
26	S5	1	1
26	S20	1	1
26	S18	1	1
26	S24	1	1
26	N19	1	1
26	S4	1	1
26	S19	1	1
26	N22	1	1
26	S17	1	1
26	N21	1	1
26	S13	1	1
26	S15	1	1
26	S14	1	1
26	S16	1	1
26	N25	1	1
26	N24	1	1
26	N23	1	1
26	N20	1	1
26	N18	1	1
26	N17	1	1
26	N16	1	1
26	N15	1	1
26	N12	1	1
26	N8	1	1
26	N1	1	0.9985
27	S8	1	1
27	S10	1	1
27	N5	1	1
27	S11	1	1
27	N4	1	1
27	S9	1	1
27	S12	1	1
27	N6	1	1
27	N3	1	1
27	S6	1	1
27	S7	1	1
27	N7	1	1
27	N2	1	0.9994
27	S22	1	1
27	S23	1	1
27	N11	1	1
27	S25	1	1
27	N10	1	1
27	S26	1	1
27	N9	1	1
27	S2	1	1
27	S3	1	1
27	N14	1	1
27	S1	1	1
27	N13	1	1
27	S21	1	1
27	S5	1	1
27	S20	1	1
27	S18	1	1
27	S24	1	1
27	N19	1	1
27	S4	1	1
27	S19	1	1
27	N22	1	1
27	S17	1	1
27	N21	1	1
27	S13	1	1
27	S15	1	1
27	S14	1	1
27	S16	1	1
27	N25	1	1
27	N24	1	1
27	N23	1	1
27	N20	1	1
27	N18	1	1
27	N17	1	1
27	N16	1	1
27	N15	1	1
27	N12	1	1
27	N8	1	1
27	N1	1	0.9985
28	S8	1	1
28	S10	1	1
28	N5	1	1
28	S11	1	1
28	N4	1	1
28	S9	1	1
28	S12	1	1
28	N6	1	1
28	N3	1	1
28	S6	1	1
28	S7	1	1
28	N7	1	1
28	N2	1	0.9994
28	S22	1	1
28	S23	1	1
28	N11	1	1
28	S25	1	1
28	N10	1	1
28	S26	1	1
28	N9	1	1
28	S2	1	1
28	S3	1	1
28	N14	1	1
28	S1	1	1
28	N13	1	1
28	S21	1	1
28	S5	1	1
28	S20	1	1
28	S18	1	1
28	S24	1	1
28	N19	1	1
28	S4	1	1
28	S19	1	1
28	N22	1	1
28	S17	1	1
28	N21	1	1
28	S13	1	1
28	S15	1	1
28	S14	1	1
28	S16	1	1
28	N25	1	1
28	N24	1	1
28	N23	1	1
28	N20	1	1
28	N18	1	1
28	N17	1	1
28	N16	1	1
28	N15	1	1
28	N12	1	1
28	N8	1	1
28	N1	1	0.9985
29	S8	1	1
29	S10	1	1
29	N5	1	1
29	S11	1	1
29	N4	1	1
29	S9	1	1
29	S12	1	1
29	N6	1	1
29	N3	1	1
29	S6	1	1
29	S7	1	1
29	N7	1	1
29	N2	1	0.9994
29	S22	1	1
29	S23	1	1
29	N11	1	1
29	S25	1	1
29	N10	1	1
29	S26	1	1
29	N9	1	1
29	S2	1	1
29	S3	1	1
29	N14	1	1
29	S1	1	1
29	N13	1	1
29	S21	1	1
29	S5	1	1
29	S20	1	1
29	S18	1	1
29	S24	1	1
29	N19	1	1
29	S4	1	1
29	S19	1	1
29	N22	1	1
29	S17	1	1
29	N21	1	1
29	S13	1	1
29	S15	1	1
29	S14	1	1
29	S16	1	1
29	N25	1	1
29	N24	1	1
29	N23	1	1
29	N20	1	1
29	N18	1	1
29	N17	1	1
29	N16	1	1
29	N15	1	1
29	N12	1	1
29	N8	1	1
29	N1	1	0.9985
30	S8	1	1
30	S10	1	1
30	N5	1	1
30	S11	1	1
30	N4	1	1
30	S9	1	1
30	S12	1	1
30	N6	1	1
30	N3	1	1
30	S6	1	1
30	S7	1	1
30	N7	1	1
30	N2	1	0.9994
30	S22	1	1
30	S23	1	1
30	N11	1	1
30	S25	1	1
30	N10	1	1
30	S26	1	1
30	N9	1	1
30	S2	1	1
30	S3	1	1
30	N14	1	1
30	S1	1	1
30	N13	1	1
